거미,판매처,채널,최초관측일,최초가,현재가,변동횟수,가격추이,최근변동일,재고,URL
관용명 : 보르네오 블랙 학명 : Phormingochilus arboricola 분양 개체 크기 : 2~3탈피 - 올블랙 색상의 근본 나무위성 어스타이거입니다. 2025년 현 시점에서 정 수많은 교목성 어스타이거들이 국내 유통되어지고 있습니다. 허나 과거 국내 하비시장 창기에는 레이시안 어스타이거,더쥬 송파점,네이버,2026-06-02,7000,7000,0,,,품절,https://smartstore.naver.com/tzblossom/products/9344182165
관용명 : 브라질리안 드워프 브론즈,더쥬 송파점,네이버,2026-06-02,10000,10000,0,,,품절,https://smartstore.naver.com/tzblossom/products/11375486476
관용명 : 블루아줄 학명 : Phormictopus sp. Blue Azul 분양 개체 크기 : 1탈피 - 포믹토푸스 속 고가에 위치해 있는 블루아줄입니다. 푸른빛이 감도는 포믹토푸스 속 타란툴라로 여타 포믹토푸스 해당 속 종들이 그렇듯 이상 형으로 성장하며 같은 남미 형종들인 팜포베테우스,더쥬 송파점,네이버,2026-06-02,60000,60000,0,,,재고,https://smartstore.naver.com/tzblossom/products/12054613747
관용명 : 사바레드 학명 : Phormingochilus sp. Sabah Red 분양 개체 크기 : 1탈피 - 교목성 어스 타이거 에서 가장 아름다운 종 하나인 사바레드입니다. 포르밍고칠루스 속 답게 형으로 성장하며 레이시아 보르네오 사바하 주에 서식합니다. 매장 자체 번식 개체로 동일 속의 사바 드워프 다음으로 현 시점 보르네오 교목성 어스타이거 가장 희소하며 최고가에 위치하여 있습니다. * Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다. 배송정보 배송 방법 : 택,더쥬 송파점,네이버,2026-06-02,95000,95000,0,,,품절,https://smartstore.naver.com/tzblossom/products/12811081251
관용명 : 세리코펠마 다리엔 학명 : Sericopelma sp. Darien 분양 개체 크기 : N3~4 - 메가포베마,더쥬 송파점,네이버,2026-06-02,50000,500,1,"50,000 → 500",2026-06-06,품절,https://smartstore.naver.com/tzblossom/products/9728767884
관용명 : 세비야 학명 : Thrixopelma sp. Sevilla 분양 개체 크기 : 5탈피+- - 트릭소펠마 속 형으로 성장하는 새롭게 소개되어지는 임시명 세비야 Sevilla 입니다. 소형종들이 거 포진해있는 트릭소펠마 계열 에서 해당 종은 시 에 약간 못미치는 맥시멈 크기로 알려져 있습니다. *메인 사진은 Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다. 배송정보 배송 방법 : 택배 배송 지역 : 전국지역 배송 비용 : 4,더쥬 송파점,네이버,2026-06-02,55000,4000,1,"55,000 → 4,000",2026-06-06,재고,https://smartstore.naver.com/tzblossom/products/11180010480
관용명 : 수마트라 타이거 학명 : Omothymus sp. Sumatran Tiger 분양 개체 크기 : 3탈피+ - 올블랙 타란툴라의 명사에 뉴 월드 종에는 브라질리안 블랙 등이 있다면 올드 월드 새잡이거미에서는 수마트라 타이거가 빠지면 아쉬울 것 같습니다. 탁한 다크 발색이 아닌 고급스러운 느낌을 주는 진하고 깊은 블랙 발색으로 수많은 전세계 타란툴라 매니아분들께 타란툴라 하비시장이 자리잡고 해당 종이 마켓에 소개되어진 이래 지금까지 꾸준히 세계적으로 엄청난 인기를 자랑하고 있고 비교적 량 유통이 급격하게,더쥬 송파점,네이버,2026-06-02,45000,45000,0,,,품절,https://smartstore.naver.com/tzblossom/products/9875598995
관용명 : 스테인닥네리 학명 : Aphonopelma steindachneri 분양 개체 크기 : 한 - 브라질리안 블랙을 연상시키는 올블랙의 아포노펠마 스테인닥네리 입니다. 안팎으로 성장하는 형종으로 아주 미세한 붉은 빛 강모가 전신에 매우 약하게 분포합니다. 굉장히 희소성 높은 타란튤라로 해외 하비시장과 견주어도 손색 없을 만한 오히려 더욱 저렴한 분양가에 소개합니다. 해당 속 마니아분들께는 충분한 가치가 있을 것으로 사료됩니다. 분양하는 개체는 급 단위입니다. * 메인 사진은 실 분,더쥬 송파점,네이버,2026-06-02,880000,880000,0,,,재고,https://smartstore.naver.com/tzblossom/products/13361323375
관용명 : 시암사투 학명 : Ornithoctoninae sp. Siam Satu 분양 개체 크기 : 1탈피 - 태국 원산지 버로우성 어스타이거 시암사투 타이거입니다. 안팎으로 성장하는 형종으로 버로우성 타이거 치고는 큰 크기와 교목성 어스타이거와 흡사한 외모로 어스타이거 마니아분들에게 강력 추천드리는 종입니다. 빠르고 사납습니다. *메인 사진은 Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다. 배송정보 배송 방법 : 택배 배송 지역 : 전국지역 배송 비용 : 4,더쥬 송파점,네이버,2026-06-02,20000,4000,1,"20,000 → 4,000",2026-06-06,재고,https://smartstore.naver.com/tzblossom/products/13538801402
관용명 : 실버그레이 학명 : Ornithoctonus costalis 분양 개체 크기 : 1~2탈피 - 를 약간 넘어가는 소형 버로우성 어스타이거입니다. 학명인 코스탈리스 로 불리우기도 하며 국내에서는 다소 생소한 타란툴라입니다. 스코풀라를 제외한 다리 색이 은은한 회색 빛이 돌아 실버그레이라는 관용 명칭이 붙었습니다. *메인 사진은 Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다. 배송정보 배송 방법 : 택배 배송 지역 : 전국지역 배송 비용 : 4,더쥬 송파점,네이버,2026-06-02,8000,4000,1,"8,000 → 4,000",2026-06-06,품절,https://smartstore.naver.com/tzblossom/products/11884190463
관용명 : 안카샤 픽타 학명 : Anqasha picta 분양 개체 크기 : 4탈피++ - 페루에 서식하는 미만의 소형종입니다. 해외 타란툴라 하비시장에서 상당히 고가로 소개되어진 바 있는 타란툴라입니다. 국내에는 다소 생소한 타란툴라로 신종으로 착각하기 쉬운 종이나 1900년 반에 발견되어진 종으로 최 발견 당시 펌킨패치가 표적인 속인 Hapalopus 속으로 등재되었고 작년 안카샤 속으로 재편성되었습니다. 여타 펌킨패치,더쥬 송파점,네이버,2026-06-02,65000,65000,0,,,재고,https://smartstore.naver.com/tzblossom/products/10635204522
관용명 : 에라두라 학명 : Antikuna sp. Herradura 분양 개체 크기 : 1탈피 - 페루 원산지 타란튤라 에라두라 입니다. 매우 생소한 안티쿠나 속의 타란튤라로 극소수만 유통되어지고 있는 동일 속의 안티쿠나 파이어써클과 유사한 생김새로 에라두라 의 경우 불피누스,더쥬 송파점,네이버,2026-06-02,105000,105000,0,,,재고,https://smartstore.naver.com/tzblossom/products/13023227451
관용명 : 에슐러스 발파라이소,더쥬 송파점,네이버,2026-06-02,88000,4000,1,"88,000 → 4,000",2026-06-06,재고,https://smartstore.naver.com/tzblossom/products/13469470230
관용명 : 엔칸타다 학명 : Iridopelma cf)oliveirai 분양 개체 크기 : 4탈피+- - 최 유통 당시 엔칸타다로 유통되어지던 종이며 현재 유럽 하비시장에서 올리웨이라이로 유통되는 종입니다. 과거 엔칸타다와 같은 집단의 개체군으로 확인되었습니다. 청록색 등갑에 전체적으로 붉은 톤의 트리스파이더와 핑크토를 섞어놓은 듯 한 타란툴라입니다. 환기가 잘 되어지지 않는 환경에서 쉽게 폐사하오니 사육 시 주의를 요합니다. 참고용 1탈피 의 사진입니다. *메인 사진은 Google 펌 이미지입,더쥬 송파점,네이버,2026-06-02,40000,40000,0,,,품절,https://smartstore.naver.com/tzblossom/products/8801321557
관용명 : 오스카 학명 : Theraphosidae sp. Oscar 분양 개체 크기 : 2~3탈피 - 페루 원산지 타란튤라 오스카 입니다. 반까지 성장 가능한 소형 남미 배회성 타란툴라로 트릭소펠마 계열로 추측되며 해외 하비시장에서도 트릭소펠마 속의 타란튤라로 보는 견해가 지배적입니다. 유럽 시장에서는 트릭소펠마 가장 고가에 유통되어지는 하이랜드 블루와 함께 100달러 안팎의 고가의 동일한 분양 가격 를 형성하고 있으며 추후 트릭소펠마 편성 시 일전 소개되었던 하이랜드 블루와 함께 해당 속 내 최고가,더쥬 송파점,네이버,2026-06-02,65000,65000,0,,,재고,https://smartstore.naver.com/tzblossom/products/13023296947
관용명 : 이브,거미랑,네이버,2026-06-02,950000,950000,0,,,재고,https://smartstore.naver.com/terrafactory/products/12936788177
관용명 : 이브,더쥬 송파점,네이버,2026-06-02,950000,950000,0,,,재고,https://smartstore.naver.com/tzblossom/products/12965142831
관용명 : 인디언 레인보우 학명 : Haploclastus devamatha 분양 개체 크기 : 3탈피+- - 이름에서 알 수 있듯 인공적이고 메탈릭한 무지개 빛 발색을 띄는 타란툴라입니다. 시 이상으로 자라나는 형종이며 버러우성 경향을 띕니다. 고온에 다소 약한 종으로 전기장판 등의 열원은 사용하시지 않고 실온에서 사육하시는것을 권장드립니다. 참고용 1탈피 의 모습 * Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다.,더쥬 송파점,네이버,2026-06-02,45000,45000,0,,,품절,https://smartstore.naver.com/tzblossom/products/8801522880
관용명 : 자바 옐로우니 블랙 학명 : Selenocosmia javanensis 분양 개체 크기 : ~ - 자바 옐로우니 버드이터로 아주 오래 전부터 하비시장에 유통되어지던 타란툴라입니다. 블랙,더쥬 송파점,네이버,2026-06-02,45000,45000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9344169389
관용명 : 칠로 사우스 블루,더쥬 송파점,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tzblossom/products/10246764837
관용명 : 카오속 어스 타이거 학명 : Ornithoctonus sp. Khao Sok 분양 개체 크기 : 4탈피+ - 태국의 카오 속 국립공원을 서식지로 두고 있는 미동정 지 성 어스타이거 개체군 카오속 타이거 입니다. 태국의 수랏타니 주 북서쪽 산지이며 동부는 O.sp. Surat thani 남서부는 O.aureotibialis 의 서식지입니다. 꽤나 먼 거리의 지리적 격리가 이루어져 있는 종들이라 단순 산지 분류의 느낌보다는 엄밀히 다른 종으로 분류되어지고,더쥬 송파점,네이버,2026-06-02,20000,20000,0,,,품절,https://smartstore.naver.com/tzblossom/products/10104292356
관용명 : 카하마르카 학명 : Thrixopelma sp. Cajamarca 분양 개체 크기 : 1탈피+ - 굉장히 생소한 트릭소펠마 속 타란툴라 카하마르카 입니다. 유광의 블랙 베이스 발색에 럼프 부분 강한 오렌지 빛이 특색인 타란툴라입니다. 트릭소펠마 답지 않게 먹성이 좋고 덜 예민한 것으로 사료됩니다. * Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다.,더쥬 송파점,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9728680391
관용명 : 캐리비안 골든 그레이 버드이터,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,품절,https://smartstore.naver.com/tzblossom/products/8801207633
관용명 : 코르디엘란 블루 학명 : Orphnaecus sp. Kordilleran 분양 개체 크기 : 4탈피+- - 필리핀 원산지의 우잠바라 바분처럼 3성을 띄는 타란툴라입니다. 셀레노코스미아 계열에 속하는 오르푸네쿠스 에서 표적으로 퀘존 블루와 같은 종들이 있으며 크기는 안팎의 소형 타란툴라이나 다산종에 속하는 거미 답게 1탈피 의 크기가 를 약간 넘어가는 작은 크기입니다. 개인적인 견해로는 ~ 까지의 외형과 습성 모두 보르네오 네온 블루렉 와 흡사한 듯 합니다만 먹성과 생명,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tzblossom/products/12484740930
관용명 : 쿠르즈하르 학명 : Pseudhapalopus sp. Kurzhaar 분양 개체 크기 : 2~3탈피+ - 국내에는 다소 생소한 유니크한 시멘트 발색의 쿠르즈하르입니다. 시 에 약간 못 미치는 소형종입니다. 같은 Pseudhapalopus속의 타란툴라로 그나마 적인 블루보틀이 있으나 습성은 여타 Pseudhapalopus속의 거미들과는 조금 다른 양상을 띕니다. 사육 난이도가 어렵지는 않으나 1탈피 의 크기가 아포노펠마 속 타란툴라들 처럼 매우 작으니 입양 전 참고바랍니다. *메인 사진은,더쥬 송파점,네이버,2026-06-02,23000,23000,0,,,재고,https://smartstore.naver.com/tzblossom/products/12239356632
관용명 : 퀸즐랜드 휘 스파이더,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,품절,https://smartstore.naver.com/tzblossom/products/13424081647
관용명 : 크세네스티스 블루,더쥬 송파점,네이버,2026-06-02,140000,140000,0,,,품절,https://smartstore.naver.com/tzblossom/products/12034290911
관용명 : 크세네스티스 블루,더쥬 송파점,네이버,2026-06-02,140000,140000,0,,,품절,https://smartstore.naver.com/tzblossom/products/9344080168
관용명 : 크세네스티스 인터메디아,거미랑,네이버,2026-06-02,260000,260000,0,,,품절,https://smartstore.naver.com/terrafactory/products/10757145729
관용명 : 크세네스티스 인터메디아,거미랑,네이버,2026-06-02,380000,380000,0,,,재고,https://smartstore.naver.com/terrafactory/products/6043828737
관용명 : 크세네스티스 인터메디아,더쥬 송파점,네이버,2026-06-02,240000,240000,0,,,품절,https://smartstore.naver.com/tzblossom/products/11751770552
관용명 : 크세네스티스 인터메디아,타란센터,자사몰,2026-06-02,70000,70000,0,,,품절,https://tarancenter.com/product/크세네스티스-인테르메디아-45탈피-수컷-xenesthis-intermedia-trujillo/863/category/51/display/1/
관용명 : 크세네스티스 카우카 학명 : Xenesthis sp. Cauca 분양 개체 크기 : 4탈피+- - 크세네스티스 속 신종 카우카 신규 입고되었습니다. 신종 답게 알려진 정보가 거의 없는 종으로 크세네스티스 파우나와 밀접한 관계가 있는 종으로 사료된다고 합니다. 허나 등갑 스타버스트가 보다 꽉 찬 느낌을 가지고 있으며 여타 크세네스티스 종들과의 차이점으로는 성장 단계에서 에 접어들기 전까지 앞 1,더쥬 송파점,네이버,2026-06-02,350000,350000,0,,,품절,https://smartstore.naver.com/tzblossom/products/11476533032
관용명 : 크세네스티스 테네브리스 학명 : Xenesthis sp. Tenebris,더쥬 송파점,네이버,2026-06-02,95000,95000,0,,,재고,https://smartstore.naver.com/tzblossom/products/8801559704
관용명 : 키무 학명 : Theraphosidae sp. Chimu 분양 개체 크기 : 1탈피 - 페루 원산지 타란튤라 키무 입니다. 미동정 형 배회성 타란튤라로 가까이 성장 가능한 것으로 알려져 있습니다. 서식지인 페루 서부 해안가 키무 지명으로 임시명명되어지고있으며 다크한 청동빛 메탈릭한 발색이 특색인 종으로 1탈피 의 크기는 여타 남비 형 배회 라시오도라의 크기와 흡사한 를 약간 넘어갈 정도로 작습니다. *메인 사진은 Google 펌 이미지입니다. 분양되어지는 개체는 ~,더쥬 송파점,네이버,2026-06-02,85000,85000,0,,,재고,https://smartstore.naver.com/tzblossom/products/13023249781
관용명 : 타이제브라 퍼플,더쥬 송파점,네이버,2026-06-02,12000,12000,0,,,재고,https://smartstore.naver.com/tzblossom/products/13219312007
관용명 : 트리니다드 핑크 학명 : holothele longipes 분양 개체 크기 : 1탈피 - 소형종으로 트리니다드 올리브의 사촌 뻘 되는 타란툴라입니다. 푸른 빛의 다리와 핑크 빛 등갑이 조화되는 거미입니다. 참고용 4~5탈피 사진입니다. *메인 사진은 Google 펌 이미지입니다. 분양되어지는 개체는 ~ 입니다.,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,품절,https://smartstore.naver.com/tzblossom/products/8801241024
관용명 : 파코라 학명 : Theraphosidae sp. Pacora 분양 개체 크기 : 6탈피 ++ 3~ - 페루 신종 임시명칭 파코라 입니다. 세계적으로 정보가 없는 타란툴라로 추측성 첨언만 남길 수 밖에 없는 점 매우 아쉽습니다. 개인적으로 일전 국내 소개되어졌던 만다린 과 발색은 전혀 다르나 굉장히 흡사한 점이 많다고 생각되어집니다. 발색과 등갑 패턴 자체는 얼핏 보면 크세네스티스와 유사 해 보입니다. 최소 이상 성장해 줄 수 있을것이라고 하고 라시오도리데스 와,더쥬 송파점,네이버,2026-06-02,85000,85000,0,,,재고,https://smartstore.naver.com/tzblossom/products/10635230545
관용명 : 팜포베테우스 마나비 학명 : Pamphobeteus sp. Manabi 분양 개체 크기 : 1탈피 - 에콰도르 미동정 팜포베테우스 에콰도르 마나비 주에서 채집되어지는 타란툴라입니다. 팜포베테에우스 티그리스와 매우 근접한 서식지 및 발색 습성 특징 등 유사한 부분이 많으며 유전적으로도 밀접한 관계이지 않을까 개인적으로 추측합니다. 올블랙의 형 에콰도르 팜포베테우스로 모든 여타 에콰도르 팜포베테우스들이 그렇 듯 사육하는 재미가 최고인 종 입니다. 유명한 월드셀러의 본인이 봤던,더쥬 송파점,네이버,2026-06-02,50000,50000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9728643166
관용명 : 팜포베테우스 마찰라 학명 : Pamphobeteus sp. Machalla 분양 개체 크기 : 1탈피 - 타란툴라 하비시장 창기. 다수의 에콰도르 팜포베테우스들은 미동정 Sp로 정확한 분류와 구별 없이 마구잡이로 에콰도르 팜포베테에우스로 유통되었고 이에,더쥬 송파점,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tzblossom/products/10430269249
관용명 : 팜포베테우스 망가네그라 학명 : Pamphobeteus sp. Manga Negra 분양 개체 크기 : 1탈피 - 에콰도르 팜포베테우스 최근에 유통 되어지기 시작한 Manga Negra 신규 입고되었습니다. 개인적인 사육 후기는 티그리스 베이스에 마스카라를 약간 섞어 놓은 듯한 느낌을 받았습니다. 발색 면에서 특색이 있어 컬렉 가치가 충분하다 사료됩니다. 에콰도르 팜포베테우스 특성상 매우 강인하고 먹성이 아주,더쥬 송파점,네이버,2026-06-02,40000,40000,0,,,품절,https://smartstore.naver.com/tzblossom/products/9970812626
관용명 : 팜포베테우스 메가카라팍스 학명 : Pamphobeteus sp. Megacarapax 분양 개체 크기 : 3~4탈피+- - 현재까지 유통되어지던 팜포베테우스와 조금은 상이한 새로운 계열의 팜포베테우스인 메가카라팍스 입니다. 임시명 메가카라팍스는 해당 종 들의 거 한 등갑에서 유래된 이름으로 완숙한 의 경우 흔히 골리앗 버드이터나 안티노우스 계열 팜포베테우스들처럼 우람한 덩치와 거 한 골격. 큼직한 체장을 자랑한다고 합니다. 발견되는 지역은 에콰도르 북동부 몬타나 인근이며 높은 해발고도와 안데스 산맥과 아,더쥬 송파점,네이버,2026-06-02,125000,125000,0,,,품절,https://smartstore.naver.com/tzblossom/products/11180038079
관용명 : 팜포베테우스 미라도르,더쥬 송파점,네이버,2026-06-02,68000,68000,0,,,재고,https://smartstore.naver.com/tzblossom/products/10333867598
관용명 : 팜포베테우스 빅블랙,더쥬 송파점,네이버,2026-06-02,60000,60000,0,,,재고,https://smartstore.naver.com/tzblossom/products/8801506923
